,Date,Low,High,Close,Open
4873,2019-06-13,4093.25,4160.0,4099.6001,4160.0
4872,2019-06-12,4102.5,4148.0,4124.25,4120.0
4871,2019-06-11,4061.55,4147.0,4084.1499,4064.6499
4870,2019-06-10,4013.05,4088.5,4042.1001,4074.95
4869,2019-06-07,3988.0,4051.0,4029.45,3988.0
4868,2019-06-06,3970.0,4025.25,4008.45,3970.1001
4867,2019-06-04,3953.8,4057.8999,3981.95,4005.0
4866,2019-06-03,3964.1001,4090.0,3998.3,4040.0
4865,2019-05-31,3900.0,4082.0,4047.05,3900.0
4864,2019-05-30,3889.05,3960.0,3925.3,3950.0
4863,2019-05-29,3885.0,3980.0,3959.5,3920.0
4862,2019-05-28,3740.0,3968.0,3928.1499,3740.0
4861,2019-05-27,3741.3,3820.0,3749.8501,3750.0
4860,2019-05-24,3725.3,3805.0,3750.8,3804.0
4859,2019-05-23,3780.0,3880.0,3804.1001,3870.0
4858,2019-05-22,3798.8999,3855.0,3807.1001,3825.0
4857,2019-05-21,3780.8,3853.0,3825.8999,3818.0
4856,2019-05-20,3742.1001,3863.0,3818.8501,3849.8999
4855,2019-05-17,3740.0,3860.0,3786.55,3826.0
4854,2019-05-16,3713.8501,3825.0,3804.1499,3722.0
4853,2019-05-15,3605.0,3734.3999,3722.1001,3605.0
4852,2019-05-14,3608.3501,3666.0,3650.6001,3613.55
4851,2019-05-13,3560.0,3640.0,3625.1001,3586.0
4850,2019-05-10,3537.1001,3598.3,3584.3,3537.1001
4849,2019-05-09,3516.25,3575.0,3573.8501,3530.75
4848,2019-05-08,3485.8,3574.25,3519.05,3533.3501
4847,2019-05-07,3511.0,3560.0,3538.3,3525.0
4846,2019-05-06,3435.0,3527.8999,3506.8501,3435.0
4845,2019-05-03,3409.0,3465.95,3434.3999,3416.2
4844,2019-05-02,3430.0,3470.55,3433.0,3449.55
4843,2019-04-30,3400.5,3476.5,3447.6001,3472.75
4842,2019-04-26,3451.5,3565.0,3465.25,3565.0
4841,2019-04-25,3450.3999,3524.0,3458.0,3480.0
4840,2019-04-24,3430.25,3610.0,3463.6499,3610.0
4839,2019-04-23,3500.0,3516.2,3500.05,3511.8999
4838,2019-04-22,3501.0,3520.6001,3507.8,3506.3
4837,2019-04-18,3485.0,3562.45,3545.45,3550.0
4836,2019-04-16,3481.0,3548.0,3541.55,3510.0
4835,2019-04-15,3471.0,3539.8,3511.75,3471.05
4834,2019-04-12,3471.0,3509.8,3484.6001,3503.25
4833,2019-04-11,3475.0,3527.95,3508.6001,3520.0
4832,2019-04-10,3483.25,3550.95,3546.25,3490.0
4831,2019-04-09,3478.75,3522.0,3499.25,3509.95
4830,2019-04-08,3484.3999,3550.0,3518.1001,3520.6499
4829,2019-04-05,3502.1499,3562.6499,3518.25,3561.2
4828,2019-04-04,3500.0,3594.3999,3517.05,3594.3999
4827,2019-04-03,3500.3,3642.8501,3518.8501,3589.95
4826,2019-04-02,3532.1001,3599.8999,3586.6499,3540.0
4825,2019-04-01,3520.0,3597.6001,3545.8501,3582.7
4824,2019-03-28,3472.0,3553.3999,3532.1001,3486.0
4823,2019-03-27,3391.3,3579.0,3522.55,3391.3
4822,2019-03-26,3336.05,3399.0,3388.8,3336.05
4821,2019-03-25,3322.0,3354.75,3340.2,3322.2
4820,2019-03-22,3310.5,3347.0,3338.55,3322.0
4819,2019-03-20,3328.0,3340.05,3332.1499,3333.3999
4818,2019-03-19,3280.8999,3379.8999,3322.2,3308.2
4817,2019-03-18,3271.05,3332.3501,3317.6001,3274.0
4816,2019-03-15,3267.7,3331.55,3286.3999,3310.0
4815,2019-03-14,3285.0,3330.45,3299.7,3330.45
4814,2019-03-13,3305.0,3349.8999,3327.5,3311.0
4813,2019-03-12,3303.0,3360.0,3313.1499,3360.0
4812,2019-03-11,3315.0,3387.0,3325.6001,3386.95
4811,2019-03-08,3313.95,3400.0,3334.1001,3351.25
4810,2019-03-07,3350.0,3425.0,3362.25,3412.8
4809,2019-03-06,3400.0,3436.05,3411.3999,3404.8
4808,2019-03-05,3370.0,3416.8999,3410.0,3388.0
4807,2019-03-01,3343.3999,3408.0,3386.6499,3390.75
4806,2019-02-28,3298.45,3381.8999,3361.05,3335.0
4805,2019-02-27,3290.05,3349.0,3299.8501,3348.7
4804,2019-02-26,3285.0,3324.45,3309.55,3318.6499
4803,2019-02-25,3318.55,3380.0,3324.25,3370.0
4802,2019-02-22,3340.0,3379.75,3350.95,3350.0
4801,2019-02-21,3357.45,3430.0,3370.55,3398.0
4800,2019-02-20,3371.25,3466.0,3394.3501,3424.8999
4799,2019-02-19,3371.55,3454.3999,3402.1001,3371.55
4798,2019-02-18,3379.5,3430.8999,3404.3501,3430.8999
4797,2019-02-15,3380.0,3445.0,3433.8501,3399.8999
4796,2019-02-14,3352.0,3430.7,3382.0,3380.0
4795,2019-02-12,3370.0,3436.95,3424.3501,3402.0
4794,2019-02-11,3378.0,3451.5,3420.6001,3403.0
4793,2019-02-08,3457.6499,3500.0,3464.1001,3480.0
4792,2019-02-07,3429.0,3500.1001,3497.1499,3470.0
4791,2019-02-06,3475.0,3519.5,3492.75,3519.5
4790,2019-02-05,3465.25,3530.0,3466.75,3509.05
4789,2019-02-04,3500.0,3550.0,3535.8999,3509.0
4788,2019-02-01,3488.8,3549.95,3511.3999,3507.05
4787,2019-01-31,3460.05,3541.7,3479.95,3500.0
4786,2019-01-30,3437.0,3545.0,3500.7,3437.0
4785,2019-01-29,3273.0,3488.0,3441.1001,3316.0
4784,2019-01-28,3300.55,3529.0,3315.45,3529.0
4783,2019-01-25,3322.0,3552.1001,3437.0,3546.45
4782,2019-01-24,3509.3999,3539.0,3522.1001,3536.0
4781,2019-01-23,3486.1001,3557.45,3534.0,3486.1001
4780,2019-01-22,3456.6499,3566.45,3477.5,3555.0
4779,2019-01-21,3525.0,3633.25,3560.6499,3570.0
4778,2019-01-18,3510.0,3580.0,3541.8999,3520.0
4777,2019-01-17,3457.0,3493.5,3490.25,3457.0
4776,2019-01-16,3450.0,3496.55,3458.55,3450.0
4775,2019-01-15,3420.0,3484.1499,3452.55,3440.1001
4774,2019-01-14,3420.0,3473.95,3423.75,3435.0
4773,2019-01-11,3431.1001,3471.25,3436.6499,3471.25
